Product URL,Title,Description,Product Type,Tags,Categories,Visible,Hosted Image URLs,SKU,Option Name 1,Option Value 1,Option Name 2,Option Value 2,Option Name 3,Option Value 3,Price,Sale Price,On Sale,Weight,Length,Width,Height,Stock
"Jordan-5-Retro-Black-Grape-2013","Jordan 5 Retro Black Grape (2013)","Jordan 5 Retro Black Grape (2013)<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=<LSN EID>&offerid=<LSN OID>.12042202960&type=15&murl=https%3A%2F%2Fstockx.com%2Fjordan-5-retro-black-grape"" target=""_blank"">StockX</a></h3>","Physical","Jordan, 5, Retro, Black, Grape, 2013","men","TRUE","https://stockx.imgix.net/Air-Jordan-5-Retro-Black-Grape-2013.jpg",,,,,,,,"239.00",,,,,,,"1"
"Jordan-11-Retro-Low-Bred","Jordan 11 Retro Low Bred","Jordan 11 Retro Low Bred<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=<LSN EID>&offerid=<LSN OID>.12042203042&type=15&murl=https%3A%2F%2Fstockx.com%2Fjordan-11-retro-low-bred"" target=""_blank"">StockX</a></h3>","Physical","Jordan, 11, Retro, Low, Bred","men","TRUE","https://stockx.imgix.net/Air-Jordan-11-Retro-Low-Bred.jpg",,,,,,,,"255.00",,,,,,,"1"
"LeBron-11-Elite-SE-Metallic-Gold","LeBron 11 Elite SE Metallic Gold","LeBron 11 Elite SE Metallic Gold<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=<LSN EID>&offerid=<LSN OID>.12042203342&type=15&murl=https%3A%2F%2Fstockx.com%2Flebron-11-elite-se-metallic-gold"" target=""_blank"">StockX</a></h3>","Physical","LeBron, 11, Elite, SE, Metallic, Gold","men","TRUE","https://stockx.imgix.net/Nike-Lebron-11-Elite-SE-Metallic-Gold.jpg",,,,,,,,"325.00",,,,,,,"1"
"adidas-Ultra-Boost-1-0-All-White","adidas Ultra Boost 1.0 All White","adidas Ultra Boost 1.0 All White<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=<LSN EID>&offerid=<LSN OID>.12042204762&type=15&murl=https%3A%2F%2Fstockx.com%2Fadidas-ultra-boost-all-white"" target=""_blank"">StockX</a></h3>","Physical","adidas, Ultra, Boost, 1.0, All, White","men","TRUE","https://stockx.imgix.net/Adidas-Ultra-Boost-All-White.jpg",,,,,,,,"200.00",,,,,,,"1"
"Air-Force-1-Low-Flyknit-Black-Multi-Color","Air Force 1 Low Flyknit Black Multi-Color","Air Force 1 Low Flyknit Black Multi-Color<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=<LSN EID>&offerid=<LSN OID>.12042205580&type=15&murl=https%3A%2F%2Fstockx.com%2Fair-force-1-low-flyknit-black-multi-color"" target=""_blank"">StockX</a></h3>","Physical","Air, Force, 1, Low, Flyknit, Black, Multi-Color","men","TRUE","https://stockx.imgix.net/Nike-Air-Force-1-Low-Flyknit-Black-Multi-Color-Product.jpg",,,,,,,,"130.00",,,,,,,"1"
"Jordan-12-Retro-Flu-Game-2009","Jordan 12 Retro Flu Game (2009)","Jordan 12 Retro Flu Game (2009)<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=<LSN EID>&offerid=<LSN OID>.12042206028&type=15&murl=https%3A%2F%2Fstockx.com%2Fjordan-12-retro-flu-game-2009"" target=""_blank"">StockX</a></h3>","Physical","Jordan, 12, Retro, Flu, Game, 2009","men","TRUE","https://stockx.imgix.net/Air-Jordan-12-Retro-Black-Red-Flu-Game-2009.jpg",,,,,,,,"262.00",,,,,,,"1"
"Air-Max-1/97-Sean-Wotherspoon-TD","Air Max 1/97 Sean Wotherspoon (TD)","Air Max 1/97 Sean Wotherspoon (TD)<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=<LSN EID>&offerid=<LSN OID>.12278525674&type=15&murl=https%3A%2F%2Fstockx.com%2Fnike-air-max-1-97-sean-wotherspoon-td"" target=""_blank"">StockX</a></h3>","Physical","Air, Max, 1/97, Sean, Wotherspoon, TD","unisex","TRUE","https://stockx.imgix.net/Nike-Air-Max-97-1-Sean-Wotherspoon-TD-Product.jpg",,,,,,,,"275.00",,,,,,,"1"
"Air-Vapormax-Off-White-2018","Air Vapormax Off White 2018","The clean white Off-White Nike Air VaporMaxs are pure, deconstructed ""hype."" Coming after the second black version of the Off-White VaporMax, these feature cutting-edge technology with its Flyknit upper, dynamic Flywire lacing system, and state-of-the-art Air VaporMax unit, providing insane comfort while also stuntin on every other shoe on the street. These dropped in April of 2018 and are a must Bid for any Virgil Abloh fan.<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=<LSN EID>&offerid=<LSN OID>.12295939820&type=15&murl=https%3A%2F%2Fstockx.com%2Fnike-air-vapormax-off-white-2018"" target=""_blank"">StockX</a></h3>","Physical","Air, Vapormax, Off, White, 2018","men","TRUE","https://stockx.imgix.net/Nike-Air-VaporMax-Off-White-2018-1.jpg",,,,,,,,"550.00",,,,,,,"1"
"Kobe-1-Protro-Think-16-Close-Out","Kobe 1 Protro Think 16 (Close Out)","If you're rocking a Mamba mentality, then the Kobe 1 Protro Close Outs are a must own. These shoes pay homage to Kobe's performance in Game 4 of the 2006 NBA Playoffs against the rival Phoenix Suns, when e dropped 24 points and a filthy game winner. This pair comes in a Los Angeles Lakers-themed, white, del sol and varsity purple colorway, sporting a white-based upper with purple and gold accents, PE style branding in the form of Kobe's original jersey number, ""8"" embroidered on the heels, and custom printed inside tongue tags and tie back to the ""Think 16"" theme. These dropped in April of 2018 exclusively in men's sizes.<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=<LSN EID>&offerid=<LSN OID>.12362384848&type=15&murl=https%3A%2F%2Fstockx.com%2Fnike-kobe-1-protro-think-16-close-out"" target=""_blank"">StockX</a></h3>","Physical","Kobe, 1, Protro, Think, 16, Close, Out","men","TRUE","https://stockx.imgix.net/Nike-Kobe-1-Protro-Think-16-Close-Out-Prouct.jpg",,,,,,,,"149.00",,,,,,,"1"
"Jordan-12-Retro-Cool-Grey","Jordan 12 Retro Cool Grey","Jordan 12 Retro Cool Grey<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=<LSN EID>&offerid=<LSN OID>.12678944860&type=15&murl=https%3A%2F%2Fstockx.com%2Fjordan-12-retro-cool-grey"" target=""_blank"">StockX</a></h3>","Physical","Jordan, 12, Retro, Cool, Grey","men","TRUE","https://stockx.imgix.net/Air-Jordan-12-Retro-Cool-Grey.jpg",,,,,,,,"215.00",,,,,,,"1"
"Jordan-1-Retro-Premier-Red-Gucci-2013","Jordan 1 Retro Premier Red Gucci (2013)","Jordan 1 Retro Premier Red Gucci (2013)<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=<LSN EID>&offerid=<LSN OID>.12678972422&type=15&murl=https%3A%2F%2Fstockx.com%2Fjordan-1-retro-premier-red-gucci-2013"" target=""_blank"">StockX</a></h3>","Physical","Jordan, 1, Retro, Premier, Red, Gucci, 2013","men","TRUE","https://stockx.imgix.net/Air-Jordan-1-Retro-Premier-Gucci.jpg",,,,,,,,"139.00",,,,,,,"1"
"Jordan-3-Retro-Doernbecher-2013","Jordan 3 Retro Doernbecher (2013)","Jordan 3 Retro Doernbecher (2013)<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=<LSN EID>&offerid=<LSN OID>.12678978336&type=15&murl=https%3A%2F%2Fstockx.com%2Fjordan-3-retro-doernbecher-2013"" target=""_blank"">StockX</a></h3>","Physical","Jordan, 3, Retro, Doernbecher, 2013","men","TRUE","https://stockx.imgix.net/Air-Jordan-3-Retro-Doernbecher-DB-2013.jpg",,,,,,,,"495.00",,,,,,,"1"
"Air-VaporMax-Glacier-Blue","Air VaporMax Glacier Blue","Air VaporMax Glacier Blue<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=<LSN EID>&offerid=<LSN OID>.12678990810&type=15&murl=https%3A%2F%2Fstockx.com%2Fnike-air-vapormax-glacier-blue"" target=""_blank"">StockX</a></h3>","Physical","Air, VaporMax, Glacier, Blue","men","TRUE","https://stockx.imgix.net/Nike-Air-VaporMax-Glacier-Blue.png",,,,,,,,"233.00",,,,,,,"1"
"Air-Max-90-Vapor","Air Max 90 Vapor","Air Max 90 Vapor<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=<LSN EID>&offerid=<LSN OID>.12696442862&type=15&murl=https%3A%2F%2Fstockx.com%2Fnike-air-max-90-vapor"" target=""_blank"">StockX</a></h3>","Physical","Air, Max, 90, Vapor","men","TRUE","https://stockx.imgix.net/Nike-Air-Max-90-Vapor.png",,,,,,,,"258.00",,,,,,,"1"
"Jordan-12-Retro-Nubuck-2003","Jordan 12 Retro Nubuck (2003)","Jordan 12 Retro Nubuck (2003)<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=<LSN EID>&offerid=<LSN OID>.12854169778&type=15&murl=https%3A%2F%2Fstockx.com%2Fjordan-12-retro-nubuck-2003"" target=""_blank"">StockX</a></h3>","Physical","Jordan, 12, Retro, Nubuck, 2003","men","TRUE","https://stockx.imgix.net/Air-Jordan-12-Retro-Nubuck-2003.jpg",,,,,,,,"219.00",,,,,,,"1"
"Jordan-1-Retro-Olmypic-2008","Jordan 1 Retro Olmypic (2008)","Jordan 1 Retro Olmypic (2008)<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=<LSN EID>&offerid=<LSN OID>.12950483640&type=15&murl=https%3A%2F%2Fstockx.com%2Fjordan-1-retro-olmypic-2008"" target=""_blank"">StockX</a></h3>","Physical","Jordan, 1, Retro, Olmypic, 2008","men","TRUE","https://stockx.imgix.net/Air-Jordan-1-Retro-Olmypic-2008.jpg",,,,,,,,"186.00",,,,,,,"1"
"Air-Foamposite-One-Lunar-New-Year-2018-W","Air Foamposite One Lunar New Year 2018 (W)","Air Foamposite One Lunar New Year 2018 (W)<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=<LSN EID>&offerid=<LSN OID>.13064089186&type=15&murl=https%3A%2F%2Fstockx.com%2Fnike-air-foamposite-one-chinese-new-year-2018-w"" target=""_blank"">StockX</a></h3>","Physical","Air, Foamposite, One, Lunar, New, Year, 2018, W","women","TRUE","https://stockx.imgix.net/Nike-Air-Foamposite-One-Lunar-New-Year-2018-W.png",,,,,,,,"400.00",,,,,,,"1"
"ASICS-Gel-Lyte-III-Selvedge-Denim-White","ASICS Gel-Lyte III Selvedge Denim White","ASICS Gel-Lyte III Selvedge Denim White<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=<LSN EID>&offerid=<LSN OID>.13209510227&type=15&murl=https%3A%2F%2Fstockx.com%2Fasics-gel-lyte-iii-selvedge-denim-white"" target=""_blank"">StockX</a></h3>","Physical","ASICS, Gel-Lyte, III, Selvedge, Denim, White","men","TRUE","https://stockx.imgix.net/Asics-Gel-Lyte-III-Selvedge-Denim-White.jpg",,,,,,,,"216.00",,,,,,,"1"
"Air-Force-1-Low-1World-KAWS","Air Force 1 Low 1World KAWS","Air Force 1 Low 1World KAWS<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=<LSN EID>&offerid=<LSN OID>.13215523201&type=15&murl=https%3A%2F%2Fstockx.com%2Fair-force-1-low-1world-kaws"" target=""_blank"">StockX</a></h3>","Physical","Air, Force, 1, Low, 1World, KAWS","men","TRUE","https://stockx.imgix.net/Nike-Air-Force-1-Low-1World-Kaws.jpg",,,,,,,,"2200.00",,,,,,,"1"
"adidas-SPZL-GT-Manchester","adidas SPZL GT Manchester","adidas SPZL GT Manchester<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=<LSN EID>&offerid=<LSN OID>.13222571212&type=15&murl=https%3A%2F%2Fstockx.com%2Fadidas-spzl-gt-manchester"" target=""_blank"">StockX</a></h3>","Physical","adidas, SPZL, GT, Manchester","men","TRUE","https://stockx.imgix.net/Adidas-SPZL-GT-Manchester.png",,,,,,,,"171.00",,,,,,,"1"
"adidas-Ultra-Boost-Porsche-Design-White","adidas Ultra Boost Porsche Design White","adidas Ultra Boost Porsche Design White<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=<LSN EID>&offerid=<LSN OID>.13222571239&type=15&murl=https%3A%2F%2Fstockx.com%2Fadidas-ultra-boost-porsche-design-white"" target=""_blank"">StockX</a></h3>","Physical","adidas, Ultra, Boost, Porsche, Design, White","men","TRUE","https://stockx.imgix.net/Adidas-Ultra-Boost-Porsche-Design-White.jpg",,,,,,,,"260.00",,,,,,,"1"
"Air-Swoopes-2-White-Black-Royal-W","Air Swoopes 2 White Black Royal (W)","Air Swoopes 2 White Black Royal (W)<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=<LSN EID>&offerid=<LSN OID>.13290387291&type=15&murl=https%3A%2F%2Fstockx.com%2Fnike-air-swoopes-2-white-black-royal-w"" target=""_blank"">StockX</a></h3>","Physical","Air, Swoopes, 2, White, Black, Royal, W","women","TRUE","https://stockx.imgix.net/Nike-Air-Swoopes-2-White-Black-Royal-W.png",,,,,,,,"175.00",,,,,,,"1"
"Air-Max-Plus-97-Discover-Your-Air","Air Max Plus 97 Discover Your Air","Air Max Plus 97 Discover Your Air<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=<LSN EID>&offerid=<LSN OID>.13371458961&type=15&murl=https%3A%2F%2Fstockx.com%2Fnike-air-max-plus-97-discover-your-air"" target=""_blank"">StockX</a></h3>","Physical","Air, Max, Plus, 97, Discover, Your, Air","men","TRUE","https://stockx.imgix.net/Nike-Air-Max-Plus-97-Discover-Your-Air.png",,,,,,,,"167.00",,,,,,,"1"
"KD-8-Blackout","KD 8 Blackout","KD 8 Blackout<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=<LSN EID>&offerid=<LSN OID>.13374982460&type=15&murl=https%3A%2F%2Fstockx.com%2Fkd-8-blackout"" target=""_blank"">StockX</a></h3>","Physical","KD, 8, Blackout","men","TRUE","https://stockx.imgix.net/Nike-KD-8-Blackout.jpg",,,,,,,,"139.00",,,,,,,"1"
"Jordan-7-Retro-Low-Taxi","Jordan 7 Retro Low Taxi","Flagging down cabs will be easy while wearing the Jordan 7 Retro Low Taxi. Bringing some Dominique Wilkins explosiveness, these come with an all taxi yellow leather upper, multicolor triangles, and a black sole. The early '90s inspired shoe was released in September 2018 and retailed for $140. Place a Bid on these sneakers today on StockX.<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=<LSN EID>&offerid=<LSN OID>.13379079388&type=15&murl=https%3A%2F%2Fstockx.com%2Fair-jordan-7-retro-low-taxi"" target=""_blank"">StockX</a></h3>","Physical","Jordan, 7, Retro, Low, Taxi","men","TRUE","https://stockx.imgix.net/Air-Jordan-7-Retro-Low-Taxi.png",,,,,,,,"124.00",,,,,,,"1"
"Jordan-Shine-Black","Jordan Shine Black","Jordan Shine Black<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=<LSN EID>&offerid=<LSN OID>.13382852458&type=15&murl=https%3A%2F%2Fstockx.com%2Fair-jordan-shine-black"" target=""_blank"">StockX</a></h3>","Physical","Jordan, Shine, Black","men","TRUE","https://stockx.imgix.net/Air-Jordan-Shine-Black.png",,,,,,,,"159.00",,,,,,,"1"
"Air-Max-90-Triple-Black-2018","Air Max 90 Triple Black (2018)","Air Max 90 Triple Black (2018)<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=<LSN EID>&offerid=<LSN OID>.13398347879&type=15&murl=https%3A%2F%2Fstockx.com%2Fnike-air-max-90-triple-black-2018"" target=""_blank"">StockX</a></h3>","Physical","Air, Max, 90, Triple, Black, 2018","men","TRUE","https://stockx.imgix.net/Nike-Air-Max-90-Triple-Black-2018.png",,,,,,,,"110.00",,,,,,,"1"
"Jordan-1-Retro-LA","Jordan 1 Retro LA","Jordan 1 Retro LA<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=<LSN EID>&offerid=<LSN OID>.13410907672&type=15&murl=https%3A%2F%2Fstockx.com%2Fjordan-1-retro-la-134915"" target=""_blank"">StockX</a></h3>","Physical","Jordan, 1, Retro, LA","men","TRUE","https://stockx.imgix.net/Air-Jordan-1-Retro-LA.png",,,,,,,,"145.00",,,,,,,"1"
"adidas-NMD-R1-SNS-Datamosh-2-0-Blue-Night","adidas NMD R1 SNS Datamosh 2.0 Blue Night","adidas NMD R1 SNS Datamosh 2.0 Blue Night<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=<LSN EID>&offerid=<LSN OID>.13410907685&type=15&murl=https%3A%2F%2Fstockx.com%2Fadidas-nmd-r1-sns-datamosh-2-blue-night"" target=""_blank"">StockX</a></h3>","Physical","adidas, NMD, R1, SNS, Datamosh, 2.0, Blue, Night","men","TRUE","https://stockx.imgix.net/adidas-NMD-R1-SNS-Datamosh-2-Blue-Night.jpg",,,,,,,,"123.00",,,,,,,"1"
